method,dataset,model_a,model_b,similarity_score,test_loss_diff
graph_structural,iris,C1,C7,0.45,0.2023400068283081
graph_structural,iris,C1,C8,0.45,0.470537006855011
graph_structural,iris,C1,C9,0.38095238095238093,0.18405741453170776
graph_structural,iris,C1,C10,0.38095238095238093,0.2709381580352784
graph_structural,iris,C2,C3,0.55,0.30608123540878285
graph_structural,iris,C2,C4,0.55,0.04527091979980469
graph_structural,iris,C2,C5,0.55,0.28258228302001953
graph_structural,iris,C2,C6,0.45,0.29391032457351685
graph_structural,iris,C2,C7,0.45,0.05130648612976074
graph_structural,iris,C2,C8,0.45,0.3195034861564636
graph_structural,iris,C2,C9,0.38095238095238093,0.0330238938331604
graph_structural,iris,C2,C10,0.38095238095238093,0.11990463733673101
graph_structural,iris,C3,C4,1.0,0.35135215520858754
graph_structural,iris,C3,C5,1.0,0.5886635184288024
graph_structural,iris,C3,C6,0.8166666666666667,0.012170910835266002
graph_structural,iris,C3,C7,0.8166666666666667,0.3573877215385436
graph_structural,iris,C3,C8,0.8166666666666667,0.6255847215652465
graph_structural,iris,C3,C9,0.6904761904761905,0.33910512924194325
graph_structural,iris,C3,C10,0.6904761904761905,0.42598587274551386
graph_structural,iris,C4,C5,1.0,0.23731136322021484
graph_structural,iris,C4,C6,0.8166666666666667,0.33918124437332153
graph_structural,iris,C4,C7,0.8166666666666667,0.006035566329956055
graph_structural,iris,C4,C8,0.8166666666666667,0.27423256635665894
graph_structural,iris,C4,C9,0.6904761904761905,0.012247025966644287
graph_structural,iris,C4,C10,0.6904761904761905,0.07463371753692633
graph_structural,iris,C5,C6,0.8166666666666667,0.5764926075935364
graph_structural,iris,C5,C7,0.8166666666666667,0.2312757968902588
graph_structural,iris,C5,C8,0.8166666666666667,0.03692120313644409
graph_structural,iris,C5,C9,0.6904761904761905,0.24955838918685913
graph_structural,iris,C5,C10,0.6904761904761905,0.16267764568328852
graph_structural,iris,C6,C7,1.0,0.3452168107032776
graph_structural,iris,C6,C8,1.0,0.6134138107299805
graph_structural,iris,C6,C9,0.8452380952380952,0.32693421840667725
graph_structural,iris,C6,C10,0.8452380952380952,0.41381496191024786
graph_structural,iris,C7,C8,1.0,0.2681970000267029
graph_structural,iris,C7,C9,0.8452380952380952,0.018282592296600342
graph_structural,iris,C7,C10,0.8452380952380952,0.06859815120697027
graph_structural,iris,C8,C9,0.8452380952380952,0.2864795923233032
graph_structural,iris,C8,C10,0.8452380952380952,0.1995988488197326
graph_structural,iris,C9,C10,1.0,0.08688074350357061
graph_structural_with_params,iris,C1,C2,0.6666666666666666,0.15103352069854736
graph_structural_with_params,iris,C1,C3,0.45,0.15504771471023548
graph_structural_with_params,iris,C1,C4,0.35,0.19630444049835205
graph_structural_with_params,iris,C1,C5,0.35,0.4336158037185669
graph_structural_with_params,iris,C1,C6,0.3666666666666667,0.14287680387496948
graph_structural_with_params,iris,C1,C7,0.2833333333333333,0.2023400068283081
graph_structural_with_params,iris,C1,C8,0.2833333333333333,0.470537006855011
graph_structural_with_params,iris,C1,C9,0.23809523809523808,0.18405741453170776
graph_structural_with_params,iris,C1,C10,0.23809523809523808,0.2709381580352784
graph_structural_with_params,iris,C2,C3,0.35,0.30608123540878285
graph_structural_with_params,iris,C2,C4,0.45,0.04527091979980469
graph_structural_with_params,iris,C2,C5,0.35,0.28258228302001953
graph_structural_with_params,iris,C2,C6,0.2833333333333333,0.29391032457351685
graph_structural_with_params,iris,C2,C7,0.3666666666666667,0.05130648612976074
graph_structural_with_params,iris,C2,C8,0.2833333333333333,0.3195034861564636
graph_structural_with_params,iris,C2,C9,0.30952380952380953,0.0330238938331604
graph_structural_with_params,iris,C2,C10,0.30952380952380953,0.11990463733673101
graph_structural_with_params,iris,C3,C4,0.7,0.35135215520858754
graph_structural_with_params,iris,C3,C5,0.7,0.5886635184288024
graph_structural_with_params,iris,C3,C6,0.5666666666666667,0.012170910835266002
graph_structural_with_params,iris,C3,C7,0.48333333333333334,0.3573877215385436
graph_structural_with_params,iris,C3,C8,0.48333333333333334,0.6255847215652465
graph_structural_with_params,iris,C3,C9,0.47619047619047616,0.33910512924194325
graph_structural_with_params,iris,C3,C10,0.40476190476190477,0.42598587274551386
graph_structural_with_params,iris,C4,C5,0.7,0.23731136322021484
graph_structural_with_params,iris,C4,C6,0.48333333333333334,0.33918124437332153
graph_structural_with_params,iris,C4,C7,0.5666666666666667,0.006035566329956055
graph_structural_with_params,iris,C4,C8,0.48333333333333334,0.27423256635665894
graph_structural_with_params,iris,C4,C9,0.5476190476190476,0.012247025966644287
graph_structural_with_params,iris,C4,C10,0.47619047619047616,0.07463371753692633
graph_structural_with_params,iris,C5,C6,0.48333333333333334,0.5764926075935364
graph_structural_with_params,iris,C5,C7,0.48333333333333334,0.2312757968902588
graph_structural_with_params,iris,C5,C8,0.5666666666666667,0.03692120313644409
graph_structural_with_params,iris,C5,C9,0.47619047619047616,0.24955838918685913
graph_structural_with_params,iris,C5,C10,0.40476190476190477,0.16267764568328852
graph_structural_with_params,iris,C6,C7,0.75,0.3452168107032776
graph_structural_with_params,iris,C6,C8,0.75,0.6134138107299805
graph_structural_with_params,iris,C6,C9,0.48809523809523814,0.32693421840667725
graph_structural_with_params,iris,C6,C10,0.6309523809523809,0.41381496191024786
graph_structural_with_params,iris,C7,C8,0.75,0.2681970000267029
graph_structural_with_params,iris,C7,C9,0.5595238095238095,0.018282592296600342
graph_structural_with_params,iris,C7,C10,0.7023809523809523,0.06859815120697027
graph_structural_with_params,iris,C8,C9,0.48809523809523814,0.2864795923233032
graph_structural_with_params,iris,C8,C10,0.6309523809523809,0.1995988488197326
graph_structural_with_params,iris,C9,C10,0.7142857142857143,0.08688074350357061
string,iris,C1,C2,0.971830985915493,0.15103352069854736
string,iris,C1,C3,0.7865168539325843,0.15504771471023548
string,iris,C1,C4,0.7696629213483146,0.19630444049835205
string,iris,C1,C5,0.39106145251396646,0.4336158037185669
string,iris,C1,C6,0.5292620865139949,0.14287680387496948
string,iris,C1,C7,0.5241730279898219,0.2023400068283081
string,iris,C1,C8,0.5822784810126582,0.470537006855011
string,iris,C1,C9,0.5046728971962616,0.18405741453170776
string,iris,C1,C10,0.32558139534883723,0.2709381580352784
string,iris,C2,C3,0.39325842696629215,0.30608123540878285
string,iris,C2,C4,0.7921348314606742,0.04527091979980469
string,iris,C2,C5,0.7821229050279329,0.28258228302001953
string,iris,C2,C6,0.356234096692112,0.29391032457351685
string,iris,C2,C7,0.7175572519083969,0.05130648612976074
string,iris,C2,C8,0.7088607594936709,0.3195034861564636
string,iris,C2,C9,0.5934579439252337,0.0330238938331604
string,iris,C2,C10,0.6604651162790698,0.11990463733673101
string,iris,C3,C4,0.9626168224299065,0.35135215520858754
string,iris,C3,C5,0.32558139534883723,0.5886635184288024
string,iris,C3,C6,0.9118279569892473,0.012170910835266002
string,iris,C3,C7,0.6408602150537634,0.3573877215385436
string,iris,C3,C8,0.42398286937901497,0.6255847215652465
string,iris,C3,C9,0.644,0.33910512924194325
string,iris,C3,C10,0.2788844621513944,0.42598587274551386
string,iris,C4,C5,0.6465116279069767,0.23731136322021484
string,iris,C4,C6,0.3010752688172043,0.33918124437332153
string,iris,C4,C7,0.9118279569892473,0.006035566329956055
string,iris,C4,C8,0.5952890792291221,0.27423256635665894
string,iris,C4,C9,0.72,0.012247025966644287
string,iris,C4,C10,0.42231075697211157,0.07463371753692633
string,iris,C5,C6,0.37259100642398285,0.5764926075935364
string,iris,C5,C7,0.5952890792291221,0.2312757968902588
string,iris,C5,C8,0.9125799573560768,0.03692120313644409
string,iris,C5,C9,0.7131474103585658,0.24955838918685913
string,iris,C5,C10,0.3968253968253968,0.16267764568328852
string,iris,C6,C7,0.9083665338645418,0.3452168107032776
string,iris,C6,C8,0.9126984126984127,0.6134138107299805
string,iris,C6,C9,0.3947858472998138,0.32693421840667725
string,iris,C6,C10,0.2597402597402597,0.41381496191024786
string,iris,C7,C8,0.5515873015873016,0.2681970000267029
string,iris,C7,C9,0.4022346368715084,0.018282592296600342
string,iris,C7,C10,0.5120593692022264,0.06859815120697027
string,iris,C8,C9,0.3228200371057514,0.2864795923233032
string,iris,C8,C10,0.36968576709796674,0.1995988488197326
string,iris,C9,C10,0.5993031358885017,0.08688074350357061
graph_structural,wine,C1,C2,1.0,0.24717402458190924
graph_structural,wine,C1,C3,0.55,0.06611418724060059
graph_structural,wine,C1,C4,0.55,0.35198372602462774
graph_structural,wine,C1,C5,0.55,0.5907184854149818
graph_structural,wine,C1,C6,0.45,0.09406182169914246
graph_structural,wine,C1,C7,0.45,0.30996423959732056
graph_structural,wine,C1,C8,0.45,0.5750919952988626
graph_structural,wine,C1,C9,0.38095238095238093,0.22940821945667272
graph_structural,wine,C1,C10,0.38095238095238093,0.34237675368785864
graph_structural,wine,C2,C3,0.55,0.3132882118225098
graph_structural,wine,C2,C4,0.55,0.1048097014427185
graph_structural,wine,C2,C5,0.55,0.3435444608330726
graph_structural,wine,C2,C6,0.45,0.15311220288276678
graph_structural,wine,C2,C7,0.45,0.06279021501541132
graph_structural,wine,C2,C8,0.45,0.3279179707169533
graph_structural,wine,C2,C9,0.38095238095238093,0.01776580512523651
graph_structural,wine,C2,C10,0.38095238095238093,0.0952027291059494
graph_structural,wine,C3,C4,1.0,0.4180979132652283
graph_structural,wine,C3,C5,1.0,0.6568326726555824
graph_structural,wine,C3,C6,0.8166666666666667,0.16017600893974304
graph_structural,wine,C3,C7,0.8166666666666667,0.37607842683792114
graph_structural,wine,C3,C8,0.8166666666666667,0.6412061825394632
graph_structural,wine,C3,C9,0.6904761904761905,0.2955224066972733
graph_structural,wine,C3,C10,0.6904761904761905,0.4084909409284592
graph_structural,wine,C4,C5,1.0,0.2387347593903541
graph_structural,wine,C4,C6,0.8166666666666667,0.2579219043254853
graph_structural,wine,C4,C7,0.8166666666666667,0.042019486427307184
graph_structural,wine,C4,C8,0.8166666666666667,0.2231082692742348
graph_structural,wine,C4,C9,0.6904761904761905,0.12257550656795502
graph_structural,wine,C4,C10,0.6904761904761905,0.009606972336769104
graph_structural,wine,C5,C6,0.8166666666666667,0.4966566637158394
graph_structural,wine,C5,C7,0.8166666666666667,0.2807542458176613
graph_structural,wine,C5,C8,0.8166666666666667,0.0156264901161193
graph_structural,wine,C5,C9,0.6904761904761905,0.3613102659583091
graph_structural,wine,C5,C10,0.6904761904761905,0.2483417317271232
graph_structural,wine,C6,C7,1.0,0.2159024178981781
graph_structural,wine,C6,C8,1.0,0.4810301735997201
graph_structural,wine,C6,C9,0.8452380952380952,0.13534639775753027
graph_structural,wine,C6,C10,0.8452380952380952,0.24831493198871618
graph_structural,wine,C7,C8,1.0,0.265127755701542
graph_structural,wine,C7,C9,0.8452380952380952,0.08055602014064783
graph_structural,wine,C7,C10,0.8452380952380952,0.03241251409053808
graph_structural,wine,C8,C9,0.8452380952380952,0.3456837758421898
graph_structural,wine,C8,C10,0.8452380952380952,0.2327152416110039
graph_structural,wine,C9,C10,1.0,0.11296853423118591
graph_structural_with_params,wine,C1,C2,0.6666666666666666,0.24717402458190924
graph_structural_with_params,wine,C1,C3,0.45,0.06611418724060059
graph_structural_with_params,wine,C1,C4,0.35,0.35198372602462774
graph_structural_with_params,wine,C1,C5,0.35,0.5907184854149818
graph_structural_with_params,wine,C1,C6,0.3666666666666667,0.09406182169914246
graph_structural_with_params,wine,C1,C7,0.2833333333333333,0.30996423959732056
graph_structural_with_params,wine,C1,C8,0.2833333333333333,0.5750919952988626
graph_structural_with_params,wine,C1,C9,0.23809523809523808,0.22940821945667272
graph_structural_with_params,wine,C1,C10,0.23809523809523808,0.34237675368785864
graph_structural_with_params,wine,C2,C3,0.35,0.3132882118225098
graph_structural_with_params,wine,C2,C4,0.45,0.1048097014427185
graph_structural_with_params,wine,C2,C5,0.35,0.3435444608330726
graph_structural_with_params,wine,C2,C6,0.2833333333333333,0.15311220288276678
graph_structural_with_params,wine,C2,C7,0.3666666666666667,0.06279021501541132
graph_structural_with_params,wine,C2,C8,0.2833333333333333,0.3279179707169533
graph_structural_with_params,wine,C2,C9,0.30952380952380953,0.01776580512523651
graph_structural_with_params,wine,C2,C10,0.30952380952380953,0.0952027291059494
graph_structural_with_params,wine,C3,C4,0.7,0.4180979132652283
graph_structural_with_params,wine,C3,C5,0.7,0.6568326726555824
graph_structural_with_params,wine,C3,C6,0.5666666666666667,0.16017600893974304
graph_structural_with_params,wine,C3,C7,0.48333333333333334,0.37607842683792114
graph_structural_with_params,wine,C3,C8,0.48333333333333334,0.6412061825394632
graph_structural_with_params,wine,C3,C9,0.47619047619047616,0.2955224066972733
graph_structural_with_params,wine,C3,C10,0.40476190476190477,0.4084909409284592
graph_structural_with_params,wine,C4,C5,0.7,0.2387347593903541
graph_structural_with_params,wine,C4,C6,0.48333333333333334,0.2579219043254853
graph_structural_with_params,wine,C4,C7,0.5666666666666667,0.042019486427307184
graph_structural_with_params,wine,C4,C8,0.48333333333333334,0.2231082692742348
graph_structural_with_params,wine,C4,C9,0.5476190476190476,0.12257550656795502
graph_structural_with_params,wine,C4,C10,0.47619047619047616,0.009606972336769104
graph_structural_with_params,wine,C5,C6,0.48333333333333334,0.4966566637158394
graph_structural_with_params,wine,C5,C7,0.48333333333333334,0.2807542458176613
graph_structural_with_params,wine,C5,C8,0.5666666666666667,0.0156264901161193
graph_structural_with_params,wine,C5,C9,0.47619047619047616,0.3613102659583091
graph_structural_with_params,wine,C5,C10,0.40476190476190477,0.2483417317271232
graph_structural_with_params,wine,C6,C7,0.75,0.2159024178981781
graph_structural_with_params,wine,C6,C8,0.75,0.4810301735997201
graph_structural_with_params,wine,C6,C9,0.48809523809523814,0.13534639775753027
graph_structural_with_params,wine,C6,C10,0.6309523809523809,0.24831493198871618
graph_structural_with_params,wine,C7,C8,0.75,0.265127755701542
graph_structural_with_params,wine,C7,C9,0.5595238095238095,0.08055602014064783
graph_structural_with_params,wine,C7,C10,0.7023809523809523,0.03241251409053808
graph_structural_with_params,wine,C8,C9,0.48809523809523814,0.3456837758421898
graph_structural_with_params,wine,C8,C10,0.6309523809523809,0.2327152416110039
graph_structural_with_params,wine,C9,C10,0.7142857142857143,0.11296853423118591
string,wine,C1,C2,0.971830985915493,0.24717402458190924
string,wine,C1,C3,0.7865168539325843,0.06611418724060059
string,wine,C1,C4,0.7696629213483146,0.35198372602462774
string,wine,C1,C5,0.39106145251396646,0.5907184854149818
string,wine,C1,C6,0.5292620865139949,0.09406182169914246
string,wine,C1,C7,0.5241730279898219,0.30996423959732056
string,wine,C1,C8,0.5822784810126582,0.5750919952988626
string,wine,C1,C9,0.5046728971962616,0.22940821945667272
string,wine,C1,C10,0.32558139534883723,0.34237675368785864
string,wine,C2,C3,0.39325842696629215,0.3132882118225098
string,wine,C2,C4,0.7921348314606742,0.1048097014427185
string,wine,C2,C5,0.7821229050279329,0.3435444608330726
string,wine,C2,C6,0.356234096692112,0.15311220288276678
string,wine,C2,C7,0.7175572519083969,0.06279021501541132
string,wine,C2,C8,0.7088607594936709,0.3279179707169533
string,wine,C2,C9,0.5934579439252337,0.01776580512523651
string,wine,C2,C10,0.6604651162790698,0.0952027291059494
string,wine,C3,C4,0.9626168224299065,0.4180979132652283
string,wine,C3,C5,0.32558139534883723,0.6568326726555824
string,wine,C3,C6,0.9118279569892473,0.16017600893974304
string,wine,C3,C7,0.6408602150537634,0.37607842683792114
string,wine,C3,C8,0.42398286937901497,0.6412061825394632
string,wine,C3,C9,0.644,0.2955224066972733
string,wine,C3,C10,0.2788844621513944,0.4084909409284592
string,wine,C4,C5,0.6465116279069767,0.2387347593903541
string,wine,C4,C6,0.3010752688172043,0.2579219043254853
string,wine,C4,C7,0.9118279569892473,0.042019486427307184
string,wine,C4,C8,0.5952890792291221,0.2231082692742348
string,wine,C4,C9,0.72,0.12257550656795502
string,wine,C4,C10,0.42231075697211157,0.009606972336769104
string,wine,C5,C6,0.37259100642398285,0.4966566637158394
string,wine,C5,C7,0.5952890792291221,0.2807542458176613
string,wine,C5,C8,0.9125799573560768,0.0156264901161193
string,wine,C5,C9,0.7131474103585658,0.3613102659583091
string,wine,C5,C10,0.3968253968253968,0.2483417317271232
string,wine,C6,C7,0.9083665338645418,0.2159024178981781
string,wine,C6,C8,0.9126984126984127,0.4810301735997201
string,wine,C6,C9,0.3947858472998138,0.13534639775753027
string,wine,C6,C10,0.2597402597402597,0.24831493198871618
string,wine,C7,C8,0.5515873015873016,0.265127755701542
string,wine,C7,C9,0.4022346368715084,0.08055602014064783
string,wine,C7,C10,0.5120593692022264,0.03241251409053808
string,wine,C8,C9,0.3228200371057514,0.3456837758421898
string,wine,C8,C10,0.36968576709796674,0.2327152416110039
string,wine,C9,C10,0.5993031358885017,0.11296853423118591
